text,annotation_34,annotation_5,annotation_20,annotation_4
"If you believe in the science, if you are vaccinated, then don't worry about it... Darwin will sort them out.",unclear,unclear,anti-mitigation,unclear
If this country spent as much time worrying about schools and how to open them safely as it does about opening and eating in bars & restaurants — and has from the beginning of this disaster — we’d be in better shape for so many things this fall. I’m sick & tired of reading about bars & restaurants and their issues. Lots of industries are in dire straits.  They don’t have a monopoly on hardship.,unclear,unclear,unclear,unclear
"Schools require a variety of vaccination records to enroll children. Why is that acceptable to most Americans, but requiring a COVID-19 vaccination is a political issue? Look at what COVID-19 has done. It's forced us to be hermits for a year, killed and infected millions of people, and seriously damaged the economy. We can put a stop to all of it simply by driving to the nearest Walgreen's and having a needle stuck in our arms. Let all the January 6 freedom eagles scream and the conspiracy theorists type furiously in their blogs. And then sock them with a $10,000 fine for endangering their fellow human beings if they don't get a lousy shot. Drastic times, drastic measures. Let's get it done and kiss their boo-boos later.",pro-mitigation,unclear,anti-mitigation,pro-mitigation
"I wonder if Covid caused a visible deformity by those who contracted it, much like smallpox or even polio, if that would change the attitudes of those who don't want to be vaccinated.",pro-mitigation,anti-mitigation,unclear,pro-mitigation
"The government has been carrying the medical costs of the pandemic. We have reached a point where every adult can be vaccinated. It is time to pass the cost of medical care and hospitalization onto the people. 
When employer health care premiums are raised on the basis of the number of unvaccinated employees, and the employer passes that increase onto the unvaccinated employee by payroll deduction, perhaps that will be a sufficient incentive.",pro-mitigation,unclear,pro-mitigation,pro-mitigation
"I think an accurate example of a fear monger are the people I see who have masks on their dogs and cats while taking them out for a walk.

The first time I saw that, I could not stop laughing.  I still see that on occasion, especially the neighbor lady who walks her cat every morning, both she and him wearing face masks.

Hey, to each his or her own.  But I must confess, both the dog and cat looked at me with such sorrowful eyes, as if they were saying ""Hey lady, this wasn't my idea.  Please help me and take off my mask"".",unclear,anti-mitigation,anti-mitigation,unclear
"Let's see. Would I rather fly on an airline that provides a strong assurance that its employees and customers are not disease vectors, or one that maintains the ""rights"" of its staff and customers to infect? Science and technology is behind the whole idea of human flight and has led to the modern airline industry. Are airlines going to abandon science for a virus?",pro-mitigation,unclear,pro-mitigation,pro-mitigation
Reality Check we can  believe or not believe .Fact is what enable covid is whats dangerous. Our so called represetives fail to warn people by telling them truth like person who contracts covid may never regain there sense of taste if person does may never be same. Sense smell is another . Question is why we still continue to do what enables covid like smoking or vaping . 21 chemicals in every smoke dont belong in them all of which can kill. Still our so called representives dont regulate industry to clean up tabbaco. So we continue kick can down road an hope some day covid disappear so we can keep on smoking an other vices of death.,unclear,unclear,unclear,unclear
The Biden Harris Administration must reimpose total lockdown until everyone worldwide has been vaccinated. Only when all forms of disease are eradicated like the small pox can total lockdown be eased. Lockdown is easy. Stay at home. Stay alone. Impose maximum austerity measures and tax the wealthy who must pay fair shares to pay.,pro-mitigation,unclear,unclear,pro-mitigation
"The solution to this is simple. A federal mandate. It is pretty easy to justify all medical personnel be vaccinated. All school age children, etc. 

The problem here is the convergence of power, politics, and business. Take it all out of the equation.

Federal Mandate for vaccination!",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"Sadly it seems to me, it’s a lot of the service industry population who refuses to get vaccinated. They are exposed to so many more people than other populations. Maybe if they refuse it, they can be asked/ mandated to wear masks until they do. Maybe that would encourage more to get the vaccine. After all, we are all sick to death of the masks.",pro-mitigation,unclear,pro-mitigation,pro-mitigation
"Community outbreaks from restaurant settings in San Diego are specifically mentioned in the article, and this is notable because indoor dining has been prohibited again in San Diego since the first week of July (as in most California counties). I am curious if these outbreaks are remnants from the brief lapse in the indoor dining ban back in June/early July or if those outbreaks are actually tied to the outdoor dining settings currently in operation.",unclear,unclear,unclear,unclear
"Not going to comment on the science, but as someone who works with the public in a face to face setting, I can tell you that meaningful communication is just so much harder when people have their faces covered.  Its impossible to quantify, but there is certainly some humanity or even joy lost in interacting and I believe that has harmed us all. I think we need to ditch the masks the moment it is safe to do so.",anti-mitigation,anti-mitigation,anti-mitigation,anti-mitigation
"As someone who received the moderna vaccines in Mach/April, I will continue to pay attention to the infection rate on a near daily basis.  If the numbers jump significantly in my area I will return to wearing the mask until the numbers decline again.  A friend in Scottsdale, Az. fell ill with the virus on January 2nd.  It wasn't until  some time in May that he no longer needed a home oxygen supply.  He experienced afib and has since had a pacemaker implanted.  I don't think he will ever truly experience normality again.  Early on, his words to me were - you don't want to get this.",pro-mitigation,pro-mitigation,unclear,unclear
"Since wearing masks was for a two-fold purpose; protection of self and protection of others, I don't understand the CDC's insistence that for the vaccinated, masks are no longer necessary. That's like saying ""Yeah, I know we said it was mostly about protecting other people, but that's not what we really meant!"" Since I am now at much less risk (but not at zero risk) of getting or transmitting the virus, I should no longer be concerned with other people? So I guess I'm with the W.H.O. on this.",pro-mitigation,anti-mitigation,anti-mitigation,pro-mitigation
"A person’s privacy/freedom ends where another peerson’s privacy/freedom begins. This is a choice that negatively affects others. The same reason why you cannot drunk drive. You HAVE to be able to discriminate in this case. I took the vacine and want to choose not to be close to people that did not. You may not take it, but I want to know and not expose myself.",pro-mitigation,pro-mitigation,anti-mitigation,unclear
"I’m so tired of hearing about Delta. We knew from the beginning that vaccines don’t always prevent infection, but they do prevent serious illness and death. Cases are rising in the UK but guess what? The deaths aren’t. Because the vaccines work. This feels like another ploy for news publications to get clicks rather than it being something of genuine concern.",pro-mitigation,pro-mitigation,unclear,unclear
"If I know the employees of a particular company, health care service, dental office are vaccinated I feel more comfortable going there.  I also feel more comfortable with employees wearing masks.  Until we have this deadly virus knocked down one must be very careful where you shop and do your business.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"I do not understand how it is pleasurable to eat in a restaurant right now.  I love eating out, but just can’t see that is worth the risk and don’t think I could enjoy my meal.  When our favorite restaurant opened for takeout, my husband went to pick it up and found workers not masked nor keeping six feet apart, and this is at a high end Italian restaurant where a meal with a glass of wine hovers at $100 per couple.  I love to cook and have been using this as an opportunity to experiment with new dishes.  I will wait to go out until we have a vaccine or the virus dies out.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"This is a test of my willingness to help the ignorant.   The long and the short of is that vaccinated people such as myself will be donning masks to a) protect those who don't want to get vaccinated and b) because the unvaccinated aren't wearing masks, thus spreading the virus (if everyone wears a mask, problem solved, at my expense).
Truthfully, I am not sure sure how I feel about protecting nitwits.  The exception might be that it protects children, but I don't think this is why masks would be required.",pro-mitigation,unclear,anti-mitigation,pro-mitigation
"Millions of people have followed every direction and warning and still been infected. Many have died.

It should not be a ""choice"" about whether you could get covid and infect others. A recent Times story reported how a single infected nursing home worker infected dozens and killed several.

Make it mandatory.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"Indoor dining could be problematic because of air conditioning and cold air (and of course less circulation). In Europe (where there is less air conditioning but also stricter measures right from the start) restaurants were not an issue, but rather churches, for instance, were problematic.",unclear,unclear,unclear,unclear
"Be sure to thank your Republican colleagues at work today for supporting a party that choose to use the spread of a highly infectious and deadly disease as a re-election tool in 2020. The lies and misinformation campaigns combined with the fealty to non science actors dampened the sense of urgency needed to attack the spread as one nation. Instead we got division (“it’s a hoax”, “like the flu”, ”15 people will get it”) from Republicans whose sole priority was to maintain political power, not protect public health. As a result, the GOP hasn’t shook this nonsense hangover and now not being vaccinated to protect yourself and others is a matter of party loyalty. Be sure to think your Republican coworkers today for that as they are fully complicit.",pro-mitigation,unclear,pro-mitigation,pro-mitigation
"In my state, Vermont, the vast majority diligently followed COVID guidelines. We socially distanced, we wore masks everywhere, even outdoors, we got vaccinated as soon as we could. Our leadership followed the science. Because of all this, our cases, hospitalizations, and deaths remained low. Now, over 80% of eligible residents are at least partly vaccinated, our daily statewide case count is in the single digits, and, yes, we finally are taking off our masks in the summer heat and resuming a life much closer to normal. Unless something changes that would warrant a return to extra precautions (a variant that renders the vaccines ineffective, for example, a surge in new infections and hospitalizations) people here are rewarding themselves for doing the right thing. We’ll listen to our state recommendations and Dr. Fauci and carry on. Of course anyone who feels safer wearing a mask and taking other precautions should be free to do so. And under-vaccinated areas of the US should follow the science that applies to them. The mixed and hyperbolic messaging about the effectiveness of vaccines is not the best way to incentivize the holdouts.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"Many posts legitimately bemoaning the fact that Americans, unlike most other cultures, tend to put their individual needs - however superficial - before those of their friends, neighbors and community. 
Keep in mind that Americans are relentlessly sold images of individuality and its value, along with absurdly out of proportion doses of “everyone’s a star,” from the second they’re born until the day they die. The act of living has become the acting out commercial programming, cynically generated not only through mainstream media but now social media as well. 
Most people don’t stand a chance against that onslaught, particularly when you factor in the general lack of nuclear family, little regard for nature and spirituality, and arguably one of the least respected educational systems in first and second world countries.",unclear,unclear,unclear,unclear
"It is neither ""health advocate"" nor ""Big Brother"". It is the reality of a new pathogen, and the question is one of humanity and civilization's survival.

When it comes to issues of life or death, humans will generally always choose life.

Therefore, as time goes on, the reality is that corporations/employers will be forced to openly or quietly choose/prioritize employees who have been vaccinated.",unclear,pro-mitigation,pro-mitigation,unclear
"Companies should begin mandating maximum BMI’s for employees. Right? How much of the company dime is lost due to obesity related health issues? Ok maybe the government should regulate obese Americans, that’s probably more palatable. Come on america! 12 months to flatten the curve of your stomach.",unclear,unclear,unclear,unclear
"As Mr Waites Laseter, the head bartender at the Backspace Bar & Kitchen, in New Orleans said,
“A friend of mine was threatened with a gun over putting on a mask,” he said. “I’ve always approached a bar as a safe space. Anybody can make a vodka and soda at home.”

Reopening indoor dining and bars, where alcohol almost always can lead to a lack of social distancing (and social graces, safety and more) is a toxic mix during a pandemic. Here in Italy, despite a robust test and trace system, cases are up after indoor dining and other facilities opened up. NYC is wise to stop indoor dining and, I would suggest for my fellow New Yorkers and Americans in the states, closing bars, avoiding nonessential business and wearing a mask. 

Stay safe",pro-mitigation,pro-mitigation,unclear,pro-mitigation
"According to medical ethics, the fundamental principle is every patient's autonomy. Therefore, this requires totally informed consent.
As in sexual relations, a power relationship can eliminate the possibility of consent. This is why we don't accept that Thomas Jefferson's slaves could have consented to his sexual desires.
If corporations attempt to use their power to force workers to get vaccinated, doctors have an obligation to issue red flag warnings to the entire profession so that any medical provider is held responsible for violating the patient's autonomy.
Ethics is not optional. For instance, though some claim that the existential threat of climate change over-rides morality, that's a misunderstanding of ethics. It's the last word on what we should do.",anti-mitigation,unclear,unclear,unclear
"Yes, it is a delicate decision because the media makes it appear that it's an all-or-nothing approach.

Companies should ask all employees to get vaccinated, offer enticements if they wish, and also have daily testing for those employees who, like me, can't get vaccinated or refuse to.  If one tests positive - with the most reliable test available - they must go home for two weeks.

We are all working our way through this disastrous disease.  Let's not let fear alone dictate our actions.",unclear,pro-mitigation,pro-mitigation,pro-mitigation
"I'm disheartened that my employer has announced 100% return to the office, which is thousands of people in an office tower, and will not require, or even strongly encourage vaccines. 

The company has labeled it a 'personal choice.' To me this is a very strong disincentive to return, and it feels irresponsible. If companies aren't willing to require, it seems a strong incentive, including providing convienient access would be the next best option.

When my state opened up vaccine eligibility to those 18+ and without pre-existing conditions, I, like many, searched for available appointments within a 150 mile radius. It took a week to find an appointment, and another week before the first shot.

Imagine if employers had mass-vaccination events, like we do for the seasonal flu. Run those this summer, and bring your staff back by fall. Can you imagine how many would drive 150 miles for a seasonal flu vaccination?",pro-mitigation,unclear,anti-mitigation,pro-mitigation
......and we wonder why the Chinese are eating our lunch (no pun intended) in tech and sciences.......,unclear,unclear,unclear,unclear
"Let's look at the Bigger Picture - how effective will such a mandate be in producing public health results, meaning lowering the infection, and especially that pesky fatality rate?  

There must be predictive models, NYT - and if you focus on those outcomes as closing the community immunity gap, you will encourage business to find its spine via collective action for stakeholders.  

And face it Business - EVerything you do contains some risk of litigation 'troubles.'  But as John Lewis courageously reminded us - there's good trouble, and bad trouble, and this trouble is certainly Good.  

So get your finger out of the wind and crank up your vaunted trade associations - beginning with the Business Roundtable for credibility.  Frame it Corporate Social Responsibility - it beats cleaning beaches.",pro-mitigation,unclear,unclear,unclear
"It is unfortunate that the COVID vaccine issue has been unduly politicized, from Democrats doubting their safety because Trump was president, to right-wingers making masking a faux-issue of individual rights.  Why not state the obvious - vaccines work, we are in a pandemic, and like we do with other childhood vaccines, make Covid vaccines mandatory to return to work.  Sometimes there really aren’t nuances to facts, and opinions unencumbered by data should be ignored.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"I am a liberal democrat. I wore my mask, I stayed home, I only got together with friends if it was outside and we stayed distant. I kept doing that even after I was fully vaccinated even though I thought it was silly because I know the science. Not only am I safe, I can’t give it to others either. Seriously, what am I doing by wearing a mask other than wasting money and giving myself skin rashes and acne? Literally nothing. Period. But still, just in case I kept masking. I know evidence can change the details - especially when we have more of it. But then we got more evidence - a bigger pool of people who were vaccinated - and the CDC concluded masks were no longer useful and that was enough for me. I’m not going to start masking up again, not even at work where they’re trying to require it. I am not going to stop getting together with my friends indoors. I am not going to stop going out to eat and drink. I’m so completely over it.",anti-mitigation,anti-mitigation,anti-mitigation,anti-mitigation
And what does this suggest for reopening schools?,unclear,unclear,unclear,unclear
"I find this anti-vaccination movement fascinating.

I just illustrates the decline of IQ in the US",pro-mitigation,pro-mitigation,unclear,pro-mitigation
"If I had the choice, I would fly on the airlines ( or do business with a company ) who had their employees vaccinated rather than risk the virus with a company who didn't care about my wellbeing.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"It wouldn’t matter if it was only anti-vaxers at risk.  Their deaths would be further proof of natural selection and survival of the fittest.  But they affect normal people also. 

Maybe put them in specially isolated ventilation covid areas.  Could put smokers in there also.",pro-mitigation,unclear,anti-mitigation,unclear
"It's simple.   Raise health insurance premiums for the unvaccinated!  Or better yet, deny them coverage at all.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"There seems to be several identifiable cohorts resistant to taking the vaccination (albeit for now). These include: A. Anti-vaxxers in general who reject it all. B. Certain Blacks who discredit the medicine/ government /public health establishment. C. Too many adults under 30 who are too apathetic and claim Covid is not a threat to them ( which ignores the transmissibility aspect ). D. Certain types, mostly Trumpers, who wish Biden ill politically yet are cognizant that Operation Warp Speed was the former president’s business and, in fact, Trump took the inoculation promptly. The sum of these four groups is reaching towards a quarter or third of general adult population. This phenomenon limits the speed and breadth of reaching herd immunity. Public health messages, personal doctor consultations, passage of time without bad vaccine outcomes and employers’ pressure will chip away the remainder over next six-twelve months.",pro-mitigation,pro-mitigation,unclear,unclear
"Will companies that require the shot also provide paid days off for the side effects? A ""two hour"" bonus isn't really the same.",unclear,unclear,pro-mitigation,anti-mitigation
"Reading the comments, I am sad that in America, the country of freedom, so many people are eager to implement measures that most dictatorship would not have dared to do. I want to quote one of your founding fathers, Benjamin Franklin:
""Those who would give up essential Liberty, to purchase a little temporary Safety, deserve neither Liberty nor Safety."" If you look at the data carefully, you will realize that most people will die from other causes than this virus.",anti-mitigation,unclear,unclear,anti-mitigation
I don’t want to go back to work with unvaccinated people. Why should I be put at risk?,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"The majority have zero effects from an infection. I had the worst I ever saw, 78 days. The long haul covid sufferer of the NYTimes is even better now. We have some idea of the long term effects of an infection. Although it's bad, living with angry self righteous people in fear is worse, considering the risks are so low now in most counties.",anti-mitigation,unclear,anti-mitigation,unclear
There are 10 million people in LA county and there were 250 new cases of COVID on average per day in the last week.    You better mask up!,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Infection control is way down the list of priorities of party animals. somewhere between Call Your Mother and Eat More Vegetables,unclear,unclear,unclear,unclear
"I work in Westchester, NY in an office setting.  I was ordered back to work two months ago even though I felt unsafe-it was either that or no job. We are not wearing masks, not social distancing-indeed taking zero precautions. Although I personally wish that we were able to work from home for the safety of everyone, we are not being given that option. What is one person supposed to do?",pro-mitigation,unclear,pro-mitigation,pro-mitigation
"The willingness of so many Americans to accept so much unnecessary death and economic dislocation as a result of one rampant virus is pretty pathetic. Since when were we a nation of quitters?

Covid-19 may have just been Nature's warning shot: the next virus could be much, much worse. We need to grow up, sidestep the Trumpian politicization of the pandemic, take science seriously and deal with this public health crisis for once and for all.  

As part of this national effort, proof of vaccination should be required in order to keep your health insurance, to attend public schools, or to be employed by any federal or state agency.  Period. 

If the anti-vaxxers and Fox News fans want to huddle together, unvaccinated, and see what happens, that's their right as long as they don't endanger others through their negligent actions. 

How about we give them Wyoming or Texas to run as vax-free zones and see how long they last.",pro-mitigation,anti-mitigation,pro-mitigation,pro-mitigation
"If YOU are vaccinated, why would you demand an employer mandate vaccines for everybody else? If you are protected against a disease, other employees' health treatments are none of your business. Make no mistake, the comments here aren't about concern about fellow citizens, it's about ""punishing"" other Americans with opposing political views. How about instead we have all Covid vaccinated people wear a red V on their foreheads and then you will know who it's ""safe"" to hang around with?",anti-mitigation,unclear,anti-mitigation,anti-mitigation
"Although I believe in individual freedom, I also believe in personal responsibility and accountability. There was a quote "" One's freedom end when another person's begin.""  When vaccines are readily available, vaccinated employees should be able to  sue their employers if the OSHA COVID guidance/ requirements are not followed. Also, at a certain date in the future, medical insurance companies and Medicaid must  refuse payment to patients admitted for COVID if they can't show proof of vaccination.  Also commercial establishments (restaurants, malls, groceries)  and public transportation companies (airlines, trains and busses, taxis) need to require proof of vaccination for service or risk getting sued if an infection occurred. Their premises must be labeled accordingly.  These actions mostly from private sector  would satisfy an individual's freedom of choice with personal responsibility and accountability. Like in the old days with leprosy, they could stay together in their own enclave.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"My sister is immun-suppressed , has not been able to receive a vaccine due to unbelievable red tape, and is at the mercy of the employees of the institution where she lives who are not vaccinated.  I cannot for the life of me understand why states are allowing nursing homes to retain employees who are  not vaccinated.

And, business owners who may be reading this - I your customer am not coming to your businesses unless I know that your employees are vaccinated.  I may be vaccinated, but what if I carry your employee's virus to my sister?",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"Who the heck would work somewhere where the employer has to ""balance"" the need for ""privacy"" versus the health and safety of its employees?  That it took so long for employers to transition to remote work in the beginning of the pandemic is reason enough not to put faith in corporatocracy.  In a public health emergency, capitalism can take a backseat.",pro-mitigation,unclear,unclear,pro-mitigation
"The Trump administration doesn't really care about the owners of restaurants and bars, and whether their customers get the virus.  They just wanted everyone to get in their cars and pick-up trucks and drive again.  They are working for the oil companies.",unclear,unclear,pro-mitigation,unclear
It is within the duties of a company to protect the workers. Unvaccinated employees provide the material for an unsafe contagion to spread.,pro-mitigation,unclear,pro-mitigation,pro-mitigation
"Tucker Carlson refers to face masks as “obedience masks”.
I presume this has contributed to unvaccinated people refusing to wear face masks.",unclear,pro-mitigation,pro-mitigation,unclear
"When crossing the border into countries, be it by land, sea or air, several still request to carry your Carte Jaune, aka Yellow Card, showing your vaccinations or prophylaxis.

Immigrants to the US have to show their vaccine booklet before being able to arrive on these shores with an immigrant visa.

In both situations it is obviously not considered to be a privacy issue.

Yet when it comes to the worst pandemic around the planet, a large percentage of people -  especially in this supposedly most advanced nation in the world -  are paranoid, accusing the government taking away their freedom.

The crux in the US is that Social Security numbers are used as an  ID all over the place that have nothing to do with it, and making us all vulnerable to identity theft.","pro-mitigation,pro-mitigation",,unclear,pro-mitigation
"Wrong. New cases seem to be increasing exponentially in the UK right now and are at ~20,000 per day.

Don’t listen to Dave; he doesn’t know anything.
Be alarmed.
Wear a mask and get vaccinated!",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"Perhaps we need more PSA on TV (ahem, FOX News), print posters on storefront windows, etc. —particularly in conservative markets. The more the “it’s your patriotic duty as an American citizen” message is drilled into their heads, the more assuaged they will be.",unclear,unclear,unclear,pro-mitigation
"35 percent of NYPD are vaccinated. 
You think the union is going to agree to make it mandatory!?",unclear,pro-mitigation,unclear,unclear
"I survived covid and got my shots. Besides avoiding covid, I never had a sniffle or a cold, no flu in the last year plus. I'm used to keeping a box of masks in the car and wearing one in a store is second nature. My hand washing routine is also second naturem Japanese people have been wearing masks in public places for years, why not me. It's nobody's business if I want to keep wearing a mask.",pro-mitigation,pro-mitigation,anti-mitigation,unclear
"My company so far has not mentioned vaccinations at all in terms of return to office plans. But being in NYC, its kind of assumed that everyone will get the shot, or work remotely. I could see a conditional requirement being entirely reasonable; if you're in a large room with N number of other people, you need the shot. Otherwise you work remotely. This would not help service industry workers who game the system with ""religious exemptions"" but are actually just antivax though...",pro-mitigation,unclear,pro-mitigation,pro-mitigation
"America already requires some vaccines for school, why not the COVID vaccine for workers?  We have requirements for all kinds of things, why not this one?  Somehow COVID has become so politicized, thanks to you-know-who, that previously-responsibly people are now acting like anarchists.  (Not to give anarchy a bad name.)  That's the same you-know-who who got tested every day and had everyone around him tested every day, got state of the art medical care at taxpayer expense when he tested positive, and was vaccinated as soon as the vaccine became available.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"Cases are not hospitalizations, which aren’t rising

Nor are deaths

It’s been clear from the UK then SA now Delta variant that the experts were itching to reimpose restrictions",anti-mitigation,pro-mitigation,unclear,pro-mitigation
"We're in what's called a pandemic, folks. Please have your beloved ""deep bowls of farro"" at home. If you want to feel like you're in a restaurant, just blast some annoying music and set up a table near the bathroom.",pro-mitigation,unclear,pro-mitigation,pro-mitigation
"I work at an FQHC and you would think we would mandate vaccines wouldn't you?  And you would think that hospitals would too, but they haven't.  We haven't because we thought giving it time would increase participation.  That has worked but not 100%.  And now we don't because of fear of litigation, because even though the EEOC has said employers can mandate the vaccine,  that does not prevent somebody from suing us. That is probably the reason many entities that should know better, are not mandating.   If the Federal government wants to remove the fear they could either create an insurance fund, or some other method to protect employers.  The manufacturers are already protected.  The producers of COVID tests are already protected.  If employers were protected I believe we would see many more mandates.  And as others have noted, vaccination is a public health measure not an individual health measure.  By the way here is another suggestion:  our legal counsel says that we CAN put up signs in our clinics that say ""you have the right to be served by  fully vaccinated staff members. Please ask us if you have any concerns. ""  Many of our patients are also ""hesitant"" so this tactic may not work but I think it is worth a try if you work at any entity where the people coming through the door have a reasonable expectation that the entity has taken all possible steps to assure their safety.  Like in health care.",pro-mitigation,pro-mitigation,anti-mitigation,anti-mitigation
"In California, indoor dining is prohibited in most counties, while socially distanced, masked outdoor dining is permitted. Restaurants have taken over a great many parking spaces in this ostensibly “car crazy” state.  I

I would not be so moralistic about people going to restaurants. Many restaurants are small businesses, often owned by immigrants, which are the backbone of urban neighborhood commercial districts. Supporting these businesses is a positive thing. Restaurants are among the few destinations outside the home in a time when cinemas, concert halls, libraries, museums, and other public spaces are all closed. With the pandemic likely to continue for many months, is it reasonable to expect that people will stay cooped up in their homes indefinitely? That is the kind of lockdown that is likely to produce explosive, unhealthy reactions.

To me, the discourse about unsafe activities is less than logical. Most states (though not California)give churches largely get a free, unregulated pass, even though they have repeatedly been the site of mass spreading events. Restaurants are scrutinized. Many parents demand on site school openings, though these have regularly been followed by outbreaks. Transit is demonized, though it has not been the site of  contagion anywhere in the world(perhaps because transit in the US is associated with the poor).",unclear,unclear,pro-mitigation,pro-mitigation
"No doubt, companies should require it. Not compulsory, you can go elsewhere. It is a simple safety measure, why compromise the health of employees. If you are not vaccinated, don't come!",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"I enjoyed your article and it outlined the problems well. One correction though. The Supreme Court case to which you referred (Jacobson v. Massachusetts, 1905) had nothing to do with public schools per se. It concerned a law requiring adults to be vaccinated against smallpox or be subject to a fine.  However, the ruling had much broader implications for the power of the state to impose compulsory vaccination mandates when the safety of public health warranted them. 
Philip M. Rosoff, MD, MA
Professor (Emeritus) of Pediatrics and Medicine 
Duke University School of Medicine",unclear,pro-mitigation,pro-mitigation,unclear
"I've been vaccinated for some time now and I live in a part of the country where vaccine compliance is high and Covid-19 infection rates are low and dropping. That said I have not and do not intend to stop wearing my masks (doubled disposable surgical masks) in any situation where infection is possible for as long as I need to share the nation with people who shirk their civic duty and willfully refuse to be vaccinated and to mask themselves. 

When someone asks me why I simply say that I am ""Chicken"".  That comment disarms them in most cases. 

In the rare occasion when I encounter a genuine red state pandemic denier (a rare and endangered species in deep blue Western Massachusetts) I simply let them have their say (from a safe distance) secure in the knowledge that ""you can't fix stupid"" and that they are likely self selecting to be infected by SARS-CoV-2 Delta varient and if it proves fatal taken out of the gene pool and off the registered voters lists.   This is simply natural selection at work (something else most of these folks don't believe in).",pro-mitigation,unclear,anti-mitigation,pro-mitigation
"Let's stop all the whining and moralizing.  If a person is at-risk, they should remain isolated and at home.  If a person feels uncomfortable not wearing a mask - then wear a mask.  However, for those of us who are healthy and vaccinated - let us choose where and when, if at all to wear a mask.  If you are vulnerable, it is your personal responsibility to protect yourself from the risk I may pose to you - not the other way around.",anti-mitigation,pro-mitigation,pro-mitigation,anti-mitigation
"My simple answer to this is: No, I'm not going to wear a mask again!

Our family is vaccinated.  That's all we can do and it's all we're going to do.  This is going to sound harsh, but I'm going to say it anyway.  There is plenty of vaccine available, and if you've chosen not to get vaccinated, I don't care if I pass the virus to you!  I really don't.",unclear,anti-mitigation,anti-mitigation,unclear
"We’ve become a country of self-serving individualists whose minds have been softened by social media and misinformation, rather than a nation pulling together during a crisis. We have a vaccine for an illness that has killed almost 600,000 of us, and people still don’t get it? We are lucky and rich enough to have enough vaccine for everyone in the US, while other people on our planet are struggling to obtain doses. Those of us who can get the vaccine can protect those who cannot for medical reasons by herd immunity. Where is our concern for our fellow citizens and human beings?",pro-mitigation,unclear,pro-mitigation,pro-mitigation
"We wouldn’t be facing questions about masking if everyone who is eligible to be vaccinated got vaccinated.  Then we would truly be back to normal, or very nearly so.  As it stands, we are at the mercy of the anti-vaxxers, as we are the anti-maskers.

A question:  How much possible harm can someone wearing a mask cause?  Answer: none.  And how much possible harm can someone not wearing a mask cause?  Answer: sickness and death for themselves and others, and perpetuation of the pandemic.  So it’s those who aren’t wearing a mask who should have to justify themselves, not those who are wearing them.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"Wow. Some differing opinions here! I enjoy going out to eat and traveling-the latter has been a significant hurt since I am out of the country 2-4 times a year. I support local businesses and those smaller producers with whom I have long standing relationships. However, salaries have been cut and jobs lost, I can't see a full recovery for at least a year-it all depends on viral recurrence this winter and vaccine progress. Scientific pundits are correct in that Covid is now endemic and will periodically pop up in local bursts even after a vaccine depending on local levels of acquired immunity.",unclear,unclear,anti-mitigation,pro-mitigation
"The CDC,  motivated by the ulterior motive to induce Americans to get vaccinated, has put ""masks off"" as a carrot on the plate of Americans hungry to resume normal lives.  

Most members of the medical profession, including immunologists,  know little about the intrinsic character of SARS-CoV-2, which I bet the DOD believes, with cause, is an engineered bio weapon.  There are a few bio-scientists who  do understand this is a 21st Century bio weapon designed to evade defeat, and expect future variants to emerge that will be more easily spread and more lethal than the Delta variant.  

These scientists get the solution will not be provided by 20th C. tweaked antibody immunology platforms, but by 21st C. targeted killer T-cell platforms that will not merely block spike proteins, but will penetrate the cover of the spike protein to reside in a static target inside to continue to engage killer T-cells that will continue to defeat SARS-CoV-2 in its constant state of mutation.

So how can journalists or the public not be confused, as well as suffer from vaccine-Covid angst, in a state of ""masks off"" denial and avoidance.  As a life long sailor on the great lakes, I am familiar a lull before a violent storm hits.

It is important to think critically about what the result of ""masks off"" can objectively be anticipated to be in 3 to 4 months, when retrospectively it will be possible to conclude this was a national spreading event.   Localized - really?",unclear,anti-mitigation,pro-mitigation,unclear
